id,business_type,address,dba_name,city,state,valid_license_for
"931357312","Gasoline Stations with Convenience Stores","2626 E TRUMAN RD","CONVENIENCE GROCERY GROUP 6401 LLC","KANSAS CITY","MO","20251231"
"1570562688","Residential Remodelers","8380 BARKERTOWN RD","LEDOM MECHANICAL LLC","ODESSA","MO","20251231"
"381688960","All Other Professional Scientific and Technical Services","23 W 81ST TER","BOUCHARD CHRIS","KANSAS CITY","MO","20251231"
"629580416","All Other Professional Scientific and Technical Services","1000 NW INTERCON DR","INTERCONTINENTAL ENGINEERING-MANUFACTURING CORPORATION","RIVERSIDE","MO","20261231"
"729640064","Drinking Places (Alcoholic Beverages)","4110 PENNSVLVANIA","VANCE ARNOLDY INC","KANSAS CITY","MO","20251231"
"1708102272","Administrative Management and General Management Consulting Services","2000 E 60TH TER","LYONS SHARE LLC","KANSAS CITY","MO","20251231"
"997724800","All Other Miscellaneous Fabricated Metal Product Manufacturing","1210 ROMANY RD","MAGNETIC TECHNOLOGIES CORPORATION","KANSAS CITY","MO","20251231"
"85017216","Exterminating and Pest Control Services","40 N 400 W","ARMOR PEST DEFENSE LLC","BLACKFOOT","ID","20251231"
"7732352","All Other Professional Scientific and Technical Services","3000 RIVERCHASE GALLERIA","SECURIT360 LLC","HOOVER","AL","20251231"
"47152256","Security Systems Services (except Locksmiths)","15441 W 100TH TER","EVERON LLC","LENEXA","KS","20251231"
"1645961856","Other Personal Care Services","433 E 74TH TER","THRASHERS OF KANSAS CITY LLC","KANSAS CITY","MO","20251231"
"1961725056","Offices of Real Estate Agents and Brokers","1717 MAIN ST","MAIN STREET REALTY CO","KANSAS CITY","MO","20251231"
"537203328","Administrative Management and General Management Consulting Services","14200 PARK MEADOW DR","WESTERN DOOR FEDERAL LLC STEVEN","CHANTILLY","VA","20251231"
"1079403136","Residential Remodelers","12731 BOND ST","AMDG CONSTRUCTION LLC","OVERLAND PARK","KS","20261231"
"1462178432","All Other Professional Scientific and Technical Services","7280 NW 87TH TER","VENUS FLEET SERVICES LLC","KANSAS CITY","MO","20241231"
"1654198912","Residential Remodelers","7300 NE 47TH ST","GEEZ REHAB & CONSTRUCTION LLC","KANSAS CITY","MO","20241231"
"685015680","Graphic Design Services","518 W 88TH ST","READ MIRANDA","KANSAS CITY","MO","20251231"
"136952960","Flat Rate 127A","9400 WARD PKWY","ENVIRONMENTAL SPECIALTY SOLUTIONS INC","KANSAS CITY","MO","20251231"
"1847890560","Electrical Contractors and Other Wiring Installation Contractors","6701 N OVERLAND DR","LOPEZ MIGUEL A","KANSAS CITY","MO","20251231"
"1132399744","All Other General Merchandise Retailers","6212 NW BARRY RD","MCBIRDER ENTERPRISES INC","KANSAS CITY","MO","20251231"
"1417219200","All Other Professional Scientific and Technical Services","1 H AND R BLOCK WAY","TAXWORKS INC","KANSAS CITY","MO","20251231"
"454443648","All Other Miscellaneous Chemical Product and Preparation Manufacturing","6050 MANCHESTER TRAFFICWAY TER","NEXT WAVE MO LLC","KANSAS CITY","MO","20251231"
"712598144","Professional Employer Organizations","818020  PO BOX","DECISIONHR I INC.","CLEVELAND","OH","20251231"
"892347008","Residential Remodelers","8406 E 91ST ST","HUNTER HOME IMPROVEMENTS","KANSAS CITY","MO","20261231"
"1047396992","Offices of Physical Occupational and Speech Therapists and Audiologists","1650 LYNDON FARM CT","FIT FOR WORK LLC","LOUISVILLE","KY","20251231"
"1849609344","Other Scientific and Technical Consulting Services","11020 POPLAR AVE","RAHE EDWIN N","KANSAS CITY","MO","20251231"
"1353686144","Commercial and Institutional Building Construction","10577 WIDMER RD","METRO TILE CONTRACTORS INC","LENEXA","KS","20251231"
"64326784","Commercial and Institutional Building Construction","2502 N 27TH AVE","AMERICAN FENCE CO INC","PHOENIX","AZ","20251231"
"52073088","Offices of Real Estate Agents and Brokers","5314 NE 48TH ST","RODRIGUEZ AMY J","KANSAS CITY","MO","20251231"
"537885824","New Car Dealers","4310 E 31ST ST","D12T CHEAP CARS LLC","KANSAS CITY","MO","20261231"
"632758912","Finish Carpentry Contractors","1018 NE 112TH TER","CUSTOM MADE KREATIONS","KANSAS CITY","MO","20251231"
"376312448","Residential Remodelers","11944 W 95TH ST","HOLMAN SHAUNA M","LENEXA","KS","20251231"
"879354496","Advertising Agencies","444 LIBERTY AVE","GATESMAN INC.","PITTSBURGH","PA","20241231"
"161354368","Administration of Housing Programs","1811 W 45TH ST","OPAL PROPERTIES LLC","KANSAS CITY","MO","20251231"
"544210048","Commercial and Institutional Building Construction","15621 W 87TH STREET PKWY","BLACKHALL ROBERT C","LENEXA","KS","20251231"
"1769341184","All Other Professional Scientific and Technical Services","7529 W 143RD TER","INNOVATIVE SOURCING LLC","OVERLAND PARK","KS","20251231"
"270930560","Specialized Freight (except Used Goods) Trucking Local","7546 TROOST AVE","20 TWENTY TRUCKING LLC","KANSAS CITY","MO","20251231"
"501351040","Flat Rate 79","1 HARTFORD PLZ","HEARTFORD INS. CO OF THE SOUTHEAST","HARTFORD","CT","20261231"
"988896384","Gasoline Stations with Convenience Stores","8371 N SAINT CLAIR AVE","HY VEE INC","KANSAS CITY","MO","20251231"
"729156736","All Other Business Support Services","30616 W 98TH ST","MCCLURE MICHAEL E","DE SOTO","KS","20261231"
"581446784","Funeral Homes and Funeral Services","2117 INDEPENDENCE AVE","P B F H INC","KANSAS CITY","MO","20251231"
"1222288000","Other Building Finishing Contractors","165 N MERAMEC AVE","R.P.S CONTRACTING INC","SAINT LOUIS","MO","20251231"
"962796672","Commercial and Institutional Building Construction","919 S MANHATTAN AVE","WEDDLE AND SONS ROOFING AND CONSTRUCTION INC","MANHATTAN","KS","20261231"
"1592487040","Misc Rate 128","444 W 47TH ST","ROBERT W BAIRD & CO INC","KANSAS CITY","MO","20251231"
"1742439040","Flat Rate 121","2340 GUILFORD LN","SPOTLESS WASH SOLUTIONS USA INC","MISSION HILLS","KS","20251231"
"54860928","Miscellaneous Intermediation","4900 MAIN ST","BARTLETT AGRI ENTERPRISES INC.","KANSAS CITY","MO","20251231"
"487156864","Jewelry Retailers","6234 PASEO BLVD","CASH AMERICA OF MISSOURI INC","KANSAS CITY","MO","20251231"
"838541952","Electrical Contractors and Other Wiring Installation Contractors","615 CAMELOT DR","POWER ELECTRIC SVC LLC","LIBERTY","MO","20251231"
"20343936","Flat Rate 127","8910 N PROSPECT AVE","PROPERTY SERVICES TEAM LLC","KANSAS CITY","MO","20251231"
"1020809856","Lessors of Nonresidential Buildings (except Miniwarehouses)","11995 EL CAMINO REAL","REALTY INCOME U.S. CORE PLUS 3 LP","SAN DIEGO","CA","20261231"
"430181504","Assisted Living Facilities for the Elderly","3824 NW OAKCREST DR","AUTUMN WOODS INC","KANSAS CITY","MO","20251231"
"1812505216","Offices of Dentists","4225 BALTIMORE AVE","KC ORAL & FACIAL SURGICAL INSTITUTE LLC","KANSAS CITY","MO","20251231"
"1887736448","Residential Remodelers","7431 BROADWAY","GARCIA NELSON","KANSAS CITY","MO","20251231"
"726336128","Janitorial Services","8308 HAWTHORNE PL","T & E KEEP IT CLEAN","RAYTOWN","MO","20251231"
"1541431936","Architectural Services","325 E 31ST ST","SUR LANDSCAPE ARCHITECTURE LLC","KANSAS CITY","MO","20251231"
"1923636352","Beauty Salons","5775 NW 64TH TER","STUDIO 29","KANSAS CITY","MO","20241231"
"807838336","Administrative Management and General Management Consulting Services","2244 DERBYSHIRE DR SW","SRS GLOBAL SERVICES LLC","MARIETTA","GA","20251231"
"431645312","Other Activities Related to Real Estate","12001 N CENTRAL EXPY","CEDAR RIDGE SERVICES LLC","DALLAS","TX","20251231"
"297409664","All Other Professional Scientific and Technical Services","PO BOX 708","ZIMMER US INC","WARSAW","IN","20241231"
"692550784","All Other Miscellaneous Retailers","1111 BROOKLYN AVE","CAPITAL BEAUTY LLC","KANSAS CITY","MO","20251231"
"1539674752","Gasoline Stations with Convenience Stores","740 N SHOAL CREEK PKWY","SPEEDY CORNER SHOAL CREEK LLC","KANSAS CITY","MO","20251231"
"1209347200","Commercial and Institutional Building Construction","1238 BENNINGTON AVE","ORTIZTAR TILE LLC","KANSAS CITY","MO","20251231"
"1838301824","Ornamental and Architectural Metal Work Manufacturing","4051 BROADWAY BLVD","WGN ASSOCIATES LLC","KANSAS CITY","MO","20251231"
"1473733248","Retail Bakeries","419 E 18TH ST","OLEO COFFEE LLC","KANSAS CITY","MO","20251231"
"121082496","Poured Concrete Foundation and Structure Contractors","1520 E DOUGLAS 210","HARBINGER CONCRETE CONSTRUCTION INC","WICHITA","KS","20251231"
"1796082816","All Other Professional Scientific and Technical Services","3370 N JACKSON AVE","SATELLITE SHELTERS INC","KANSAS CITY","MO","20251231"
"397659264","Commercial and Institutional Building Construction","2521 S HOLLOWAY RD","CARPIO MASONRY LLC","OAK GROVE","MO","20251231"
"750658176","Beauty Salons","501 SOUTHWEST BLVD","HULL PAIGE","KANSAS CITY","MO","20251231"
"952921216","General Line Grocery Merchant Wholesalers","3797 N WINDSOR DR","CORE MARK MIDCONTINENT INC","AURORA","CO","20241231"
"823693952","Commercial and Institutional Building Construction","3056 N ASPEN AVE","DANIELS & DANIELS CONSTRUCTION INC.","BROKEN ARROW","OK","20251231"
"1999151744","Drinking Places (Alcoholic Beverages)","311 DELAWARE ST","PUB X LLC","KANSAS CITY","MO","20251231"
"1327750272","All Other Professional Scientific and Technical Services","6615 TOWPATH RD","PYRAMID NETWORK SERVICES LLC","EAST SYRACUSE","NY","20251231"
"195406976","Security Guards and Patrol Services","77 S 7TH ST","NPB COMPANIES INC","KANSAS CITY","KS","20251231"
"21580928","Commercial and Institutional Building Construction","218 SW ALBATROSS CT","ALL AROUND PLUMBING LLC","LEES SUMMIT","MO","20251231"
"1412153984","All Other Miscellaneous Retailers","2401 SOUTHWEST BLVD","NOAHS ARC FOUNDATION LLC","KANSAS CITY","MO","20241231"
"1764737664","Nail Salons","150 BERKLEY PLZ","NAIL LOUNGE RIVER FRONT KC LLC","KANSAS CITY","MO","20251231"
"1317317760","All Other Professional Scientific and Technical Services","1821 BEDFORD RD","LIBERTY EXPOSITION SERVICES INC","KANSAS CITY","MO","20251231"
"1010236544","Clothing and Clothing Accessories Retailers","400 GRAND BLVD","DAVID LINDAHL","KANSAS CITY","MO","20251231"
"835117696","Site Preparation Contractors","15430 S MAHAFFIE ST","GARRISON EXCAVATING INC","OLATHE","KS","20251231"
"1989649024","Supermarkets and Other Grocery Retailers (except Convenience Retailers)","7101 E TRUMAN RD","GRACEFUL INTERNATIONAL GROCERY LLC","KANSAS CITY","MO","20241231"
"1220140160","Insurance Agencies and Brokerages","8515 E ORCHARD RD","EMPOWER RETIREMENT LLC","GREENWOOD VILLAGE","CO","20251231"
"374837888","Landscaping Services","7311 N SMALLEY AVE","PENNY CREEK LAWNCARE LLC","KANSAS CITY","MO","20251231"
"888962176","Commercial Banking","10502 N AMBASSADOR DR","FIRST BANK","KANSAS CITY","MO","20241231"
"472149120","Commercial and Institutional Building Construction","8820 NE 108TH ST","MIKE HAGEN ELECTRIC INC","KANSAS CITY","MO","20251231"
"74486400","Home Health Care Services","800 E 101ST TER","EDEN COMMUNITY HEALTH OF MISSOURI-KANSAS CITY","KANSAS CITY","MO","20251231"
"1575608960","All Other Miscellaneous Retailers","8212 NW 90TH ST","KC LUV LLC","KANSAS CITY","MO","20241231"
"959222400","Beauty Salons","1300 NW VIVION RD","SALON 1300 LLC","KANSAS CITY","MO","20251231"
"1807196800","Offices of Physical Occupational and Speech Therapists and Audiologists","9000 N CONGRESS AVE","LEGACY HEALTHCARE SERVICE INC","KANSAS CITY","MO","20251231"
"698352256","All Other Professional Scientific and Technical Services","10606 N HEDGES AVE","OLSON COLLEEN M","KANSAS CITY","MO","20251231"
"515834496","Hotels (except Casino Hotels) and Motels","4233 N CORRINGTON AVE","HAPPY HOTELS LLC","KANSAS CITY","MO","20251231"
"264752256","New Car Dealers","220 W 103RD ST","JAY WOLFE IMPORTS LLC","KANSAS CITY","MO","20251231"
"269599360","Other Activities Related to Real Estate","8611 N SYCAMORE AVE","PREFERRED PROPERTY MANAGEMENT SERVICES LLC","KANSAS CITY","MO","20251231"
"655004288","Software Publishers","200 E RANDOLPH ST","STRATA DECISION TECHNOLOGY LLC","CHICAGO","IL","20251231"
"1380033152","Medical Dental and Hospital Equipment and Supplies Merchant Wholesalers","6245 HUDSON CROSSING PKWY","FORTEC MEDICAL INC","HUDSON","OH","20251231"
"1013644416","New Car Dealers","5005 N ANTIOCH RD","AUTOBANK OF KANSAS CITY INC","KANSAS CITY","MO","20251231"
"691866752","Commercial and Institutional Building Construction","19403 W 335TH ST","B & C MECHANICAL SERVICES LLC","PAOLA","KS","20251231"
"1051094144","Administrative Management and General Management Consulting Services","901 D ST SW","BELLAMY MANAGEMENT SERVICES LLC","WASHINGTON","DC","20251231"
"787137152","Clothing and Clothing Accessories Retailers","7 NE 86TH TER","THREADWERX LLC","KANSAS CITY","MO","20241231"
"980697728","Residential Remodelers","1210 SE BROOKWOOD ST","MCA WOODWORKS","LEES SUMMIT","MO","20251231"
"65913472","Offices of Real Estate Agents and Brokers","110 5TH AVE","COMPASS MANAGEMENT HOLDINGS LLC","NEW YORK","NY","20251231"
"1219458176","Commercial and Institutional Building Construction","21170 STAYYARD RD","DAYSPRING ELECTRIC INC","TONGANOXIE","KS","20251231"
"700007040","Beauty Salons","3514 JEFFERSON ST","MCMILLEN ANNA-LISA M","KANSAS CITY","MO","20241231"
"1950858368","Electrical Contractors and Other Wiring Installation Contractors","943  PO BOX","RAGSDALE ELECTRIC LLC","HARRISONVILLE","MO","20241231"
"769592448","Junior Colleges","4503 E 111TH TER","VALLEJO JENNIFER B","KANSAS CITY","MO","20251231"
"415236736","Commercial and Institutional Building Construction","15441 W 100TH TER","EVERON LLC","LENEXA","KS","20251231"
"1935118976","All Other Miscellaneous Retailers","30 W PERSHING RD","RAINBOW SLIME CO. LLC","KANSAS CITY","MO","20251231"
"1690870400","General Rental Centers","3145 BROADWAY BLVD","LC CRANE LLC","KANSAS CITY","MO","20251231"
"1257620096","All Other Professional Scientific and Technical Services","1161 EMANUEL CLEAVER II BLVD","SHARP SERVICES INC","KANSAS CITY","MO","20251231"
"1387991680","Lessors of Residential Buildings and Dwellings","4520 KENWOOD AVE","PAC INVESTMENTS LLC","KANSAS CITY","MO","20251231"
"1796694656","All Other Specialty Trade Contractors","11511 BURTON ST","GENESIS CONTRACTORS LLC","SUGAR CREEK","MO","20251231"
"134472320","Flat Rate 66C","2418 TIMBERLANE TER","CLEARVIEW RESIDENTIAL WINDOWS LLC","SABETHA","KS","20251231"
"1987125888","Commercial and Institutional Building Construction","4219 E 108TH ST","STEINER DAVID","KANSAS CITY","MO","20251231"
"622513280","All Other Professional Scientific and Technical Services","1925 MCGEE ST","FOOD EQUIPMENT REPAIR INC","KANSAS CITY","MO","20251231"
"1319604864","All Other Professional Scientific and Technical Services","8045 WORNALL RD","ASIAN WALDO MASSAGE & SPA LLC","KANSAS CITY","MO","20261231"
"1259273344","Carpet and Upholstery Cleaning Services","4414 N CAMPBELL ST","TODDS CARPET & UPHOLSTERY CARE LLC","KANSAS CITY","MO","20251231"
"1489509504","Commercial and Institutional Building Construction","420 6TH AVE","HENSEL PHELPS CONSTRUCTION CO","GREELEY","CO","20251231"
"549130880","General Warehousing and Storage","13231 NW ROANRIDGE RD","ACE HARDWARE CORPORATION","KANSAS CITY","MO","20251231"
"1087831168","Investment Banking and Securities Intermediation","9229 WARD PKWY","EDWARD D JONES & CO ET AL","KANSAS CITY","MO","20251231"
"602823808","Flat Rate 23","7425 NW DAMON DR","M V & A INC","PARKVILLE","MO","20261231"
"1862352000","Beer Wine and Liquor Retailers","13101 HOLMES RD","KEVU LLC","KANSAS CITY","MO","20251231"
"1520403072","Residential Remodelers","5636 OAK ST","PERSONALIZED UNIVERSAL RENOVATIONS LLC","KANSAS CITY","MO","20241231"
"828048000","Beauty Salons","1800 CENTRAL ST","TINY STYLIST LLC","KANSAS CITY","MO","20251231"
"1344819840","Offices of Real Estate Agents and Brokers","8929 N KENTUCKY CT","CM KELLY REAL ESTATE LLC","KANSAS CITY","MO","20251231"
"541233792","Limited-Service Restaurants","3331 NE 86TH TERR","DUTCH BROS. LLC","KANSAS CITY","MO","20251231"
"1117393536","All Other Professional Scientific and Technical Services","8009 E 92ND TER","TWILA JONES MOORE CONSULTING LLC","KANSAS CITY","MO","20251231"
"1081807488","All Other Professional Scientific and Technical Services","8722 FIREFLY PL","PERMITTING SPECIALISTS LLC","PARRISH","FL","20251231"
"328811136","All Other Professional Scientific and Technical Services","523 SOUTHWEST BLVD","CAFE OLLAMA LLC","KANSAS CITY","MO","20251231"
"630291584","Landscaping Services","6225 N LENOX AVE","MCCONNELL JEREMY D","KANSAS CITY","MO","20251231"
"1786241664","All Other Miscellaneous Retailers","1552 EUCLID AVE","MO LEMONADE LLC","KANSAS CITY","MO","20241231"
"1452608640","All Other Miscellaneous Manufacturing","1108 E 108TH ST","GILLIFORD JAMES J","KANSAS CITY","MO","20241231"
"808776832","All Other Professional Scientific and Technical Services","444 W 47TH ST","TEXAS SERIES OF LOCKTON COMPANIES LLC","KANSAS CITY","MO","20251231"
"464452736","Commercial and Institutional Building Construction","13808 S HARRIS RD","OLSON STEVEN R","GREENWOOD","MO","20251231"
"304910976","Flat Rate 11","2547 BROOKLYN AVE","OPEN DOORS REAL ESTATE LLC","KANSAS CITY","MO","20251231"
"850772608","All Other Professional Scientific and Technical Services","6340 GLENWOOD ST","EETILITY COMPANY","OVERLAND PARK","KS","20241231"
"719432832","Commercial and Institutional Building Construction","PO BOX 197","ALLSOURCE PLUMBING INC","HOLT","MO","20251231"
"910015616","Assisted Living Facilities for the Elderly","5901 NW 88TH ST","TIFFANY SLP LLC","KANSAS CITY","MO","20251231"
"193667712","Flat Rate 78A","650 GATES AVE","COLLINS QUINCY","BROOKLYN","NY","20251231"
"130245248","Offices of Dentists","638 W 39TH ST","ORAL SURGERY AND IMPLANT INSTITUTE KANSAS CITY LLC","KANSAS CITY","MO","20251231"
"1215677056","Flat Rate 78A","4336 INDIANA AVE","PARSON TAMEKO L","KANSAS CITY","MO","20241231"
"1791353472","Administrative Management and General Management Consulting Services","1700 MADISON AVE","JANET BREITENBACH LLC","KANSAS CITY","MO","20251231"
"78642304","Used Car Dealers","7600 N CHURCH RD","PRECISION AUTO BROKERS LLC","KANSAS CITY","MO","20251231"
"1225151104","Other Activities Related to Real Estate","3020 E 27TH ST","JF REALTY GROUP LLC","KANSAS CITY","MO","20261231"
"212992640","Record Production and Distribution","12101 E 60TH TER","NO REGRETS MUSIC GROUP LLC","KANSAS CITY","MO","20251231"
"1285481088","Beauty Salons","1101 E 76TH TER","MILLER KISSES M","KANSAS CITY","MO","20251231"
"194968704","Commercial and Institutional Building Construction","901 WABASH AVE","THOMPSON THRIFT CONSTRUCTION INC.","TERRE HAUTE","IN","20251231"
"1463374464","Commercial and Institutional Building Construction","9775 HOUSTON ST","GORDON CONSTRUCTION SERVICES LLC","LENEXA","KS","20261231"
"1974735488","Nonresidential Property Managers","1200 NW SOUTH OUTER RD","COOPER MURDOCK LLC","BLUE SPRINGS","MO","20251231"
"33352832","All Other Business Support Services","PO BOX 5015","D A DAVIDSON & CO INC","GREAT FALLS","MT","20251231"
"1499112064","Plumbing Heating and Air-Conditioning Contractors","13801 E US HIGHWAY 40","CALVERTS EXPRESS HEATING AND PLUMBING COMPANY LLC","INDEPENDENCE","MO","20251231"
"1683647616","Commercial and Institutional Building Construction","604 SE INDUSTRIAL DR","REALM CONSTRUCTION INC","BLUE SPRINGS","MO","20251231"
"321137792","Advertising Agencies","435 NICHOLS RD","ACCESS ADVERTISING LLC","KANSAS CITY","MO","20251231"
"80211072","Commercial and Institutional Building Construction","303 NE 58TH TER","GLADSTONE FURNACE CO INC","GLADSTONE","MO","20261231"
"1255439488","Commercial and Institutional Building Construction","3525 ROANOKE RD","ASTRAWATT SOLAR LLC","KANSAS CITY","MO","20251231"
"7462016","Commercial and Institutional Building Construction","1104 NW SOUTH SHORE DR","ELITE ONE INC","LAKE WAUKOMIS","MO","20251231"
"824290432","Sports Teams and Clubs","13655 BRONCOS PKWY","DENVER BRONCOS TEAM LLC","ENGLEWOOD","CO","20251231"
"1988783232","Offices of Real Estate Agents and Brokers","2939 GRAND AVE","HESCHMEYER CATHERINE J","KANSAS CITY","MO","20241231"
"1576211072","Solar Electric Power Generation","601 BANGS AVE","SOLAR LANDSCAPE LLC","ASBURY PARK","NJ","20251231"
"893108864","Structural Steel and Precast Concrete Contractors","1100 KUBOTA DR","SOUTHLAND CONTRACTING INC","GRAPEVINE","TX","20261231"
"627700864","Commercial and Institutional Building Construction","307 W COUNTRY LN","LATASWORKS LLC","KANSAS CITY","MO","20251231"
"1572496000","Pet Care (except Veterinary) Services","5701 TOPPING AVE","AMAYSN ACRES LLC","KANSAS CITY","MO","20251231"
"1564884096","Administrative Management and General Management Consulting Services","8655 COLLEGE BLVD","MHA MANAGEMENT CONSULTANTS INC.","OVERLAND PARK","KS","20251231"
"462523520","All Other Professional Scientific and Technical Services","8300 NE UNDERGROUND DR","MILLER JOHN E","KANSAS CITY","MO","20251231"
"137683584","General Automotive Repair","7800 NE 38TH ST","PTG MISSOURI LLC","KANSAS CITY","MO","20251231"
"1524878464","All Other Animal Production","10600 RAYTOWN RD","RANCH ENTERTAINMENT INC","KANSAS CITY","MO","20251231"
"855216768","All Other Professional Scientific and Technical Services","28085 COUNTY ROAD 25","HONEYBEAR MARKETING LLC","ELGIN","MN","20251231"
"869827200","Hobby Toy and Game Retailers","7401 CLEVELAND AVE","POWELL ROBERTO S","KANSAS CITY","MO","20251231"
"1097104512","All Other Professional Scientific and Technical Services","9601 N PLATTE PURCHASE DR","OAKHILL DEVELOPMENT INC","KANSAS CITY","MO","20251231"
"312185472","Residential Remodelers","25501 S GROH RD","MIDWEST CONSTRUCTION & CONTRACTING SERVICES","CLEVELAND","MO","20251231"
"1444434560","Electrical Contractors and Other Wiring Installation Contractors","35216 PERKINS RD","WOODARD ELECTRIC LLC","DENHAM SPRINGS","LA","20261231"
"189592704","All Other Professional Scientific and Technical Services","13860 WYANDOTTE ST","MISSING L INC","KANSAS CITY","MO","20251231"
"1260409472","Home Health Care Services","459 E NEW BOSTON RD","NH ENTERPRISES  LLC","NASH","TX","20251231"
"59795712","Portfolio Management and Investment Advice","320 S CANAL ST","BMO HARRIS FINANCIAL ADVISORS","CHICAGO","IL","20251231"
"1834978432","Commercial and Institutional Building Construction","11030 HICKMAN MILLS DR","STACO ELECTRIC CONSTRUCTION CO INC","KANSAS CITY","MO","20251231"
"1362754688","Other Millwork (including Flooring)","4227 NE 84TH TER","WILLIAMS WOODWORK LLC","KANSAS CITY","MO","20251231"
"504152704","Record Production and Distribution","300 W ARMOUR BLVD","WALKER LAKISHA","KANSAS CITY","MO","20251231"
"878570624","Flat Rate 79D","1220 WASHINGTON ST","STEWART TITLE COMPANY","KANSAS CITY","MO","20261231"
"171932800","Flat Rate 72","3813 NW OAKCREST DR","HERNANDEZ & MARADIAGA TRANSPORTATION SVC LLC","KANSAS CITY","MO","20251231"
"1359112448","Graphic Design Services","4039 BROADWAY BLVD","SCHWAB CARA L","KANSAS CITY","MO","20251231"
"207577728","Other Support Activities for Air Transportation","7493 N ORACLE RD","BENSON REGIONAL AIR GROUP INC.","TUCSON","AZ","20251231"
"1470610560","Beauty Salons","4802 BELLEVIEW AVE","WP SALONSPA LLC","KANSAS CITY","MO","20251231"
"1593986176","All Other Professional Scientific and Technical Services","4104 CENTRAL ST","AVERBUCH NIKOL L","KANSAS CITY","MO","20251231"
"1737679488","Flat Rate 42","10448 DOW GIL RD","COX TRANSPORTATION SERVICES LLC","ASHLAND","VA","20251231"
"116769408","Retail Bakeries","11111 N OAK TRFY","JOELLES BAKED WITH LOVE LLC","KANSAS CITY","MO","20241231"
"369508992","Offices of Real Estate Agents and Brokers","7137 N QUINCY AVE","SHUGRS LLC","KANSAS CITY","MO","20251231"
"1361646208","General Freight Trucking Long-Distance Truckload","10001 S 152ND ST","TRANSPORTATION SPECIALISTS","OMAHA","NE","20251231"
"1156735616","General Automotive Repair","7030 JACKSON AVE","EDWARDS JESSIE","KANSAS CITY","MO","20251231"
"1817252480","Doll Toy and Game Manufacturing","4305 BLUE RIDGE BLVD","SCOLA DOMINICK","KANSAS CITY","MO","20251231"
"778900096","Misc Rate 129","7125 E FRONT ST","DRIVE PLUS LLC","KANSAS CITY","MO","20251231"
"388743808","Security Systems Services (except Locksmiths)","1818 LINN ST","ARCHWAY TECHNOLOGY","NORTH KANSAS CITY","MO","20251231"
"1757809792","Flat Rate 82","17101 SUPERIOR ST","APEX SECURITY GROUP INC","NORTHRIDGE","CA","20251231"
"511025792","Plumbing Heating and Air-Conditioning Contractors","1029 S CRYSLER AVE","MORTON MAN INC","INDEPENDENCE","MO","20251231"
"208183936","Landscaping Services","2460 CHESTNUT AVE","AFFORDABLE TREE CARE AND SERVICE LLC","KANSAS CITY","MO","20241231"
"473895552","All Other Professional Scientific and Technical Services","9020 N CAPITAL OF TEXAS HWY","FTC SOLAR INC","AUSTIN","TX","20251231"
"223339136","Other Aircraft Parts and Auxiliary Equipment Manufacturing","8305 NW 77TH TER","ARINC INCORPORATED","KANSAS CITY","MO","20251231"
"1122538112","Tobacco Electronic Cigarette and Other Smoking Supplies Retailers","6608 BLUE RIDGE BLVD","MO UP IN SMOKE LLC","KANSAS CITY","MO","20241231"
"1922299008","Commercial and Institutional Building Construction","12425 W 92ND ST","TEAGUE ELECTRIC CONSTRUCTION LLC","LENEXA","KS","20251231"
"608029824","All Other Professional Scientific and Technical Services","5325 N KENSINGTON AVE","JERRI MOULDER PC","KANSAS CITY","MO","20251231"
"27230848","Other Nonmetallic Mineral Mining and Quarrying","525 S WOODLAND DR","TILLY MICHAEL J","KANSAS CITY","MO","20251231"
"1057792640","Other Activities Related to Real Estate","1100 WALNUT ST","BROOKS COPAKEN","KANSAS CITY","MO","20251231"
"953320064","All Other Professional Scientific and Technical Services","127 PUBLIC SQUARE","KEY GOVERNMENT FINANCE INC","CLEVELAND","OH","20251231"
"1030988416","Drinking Places (Alcoholic Beverages)","7500 OLDHAM RD","JUST CHICKEN N BEER LLC","KANSAS CITY","MO","20241231"
"394337408","Flat Rate 121A","4600 MADISON AVE","SLAGGIE ARCHITECTS INC","KANSAS CITY","MO","20251231"
"1601938048","Offices of Lawyers","3145 BROADWAY BLVD","OPPENHEIMER LAW LLC","KANSAS CITY","MO","20251231"
"384300160","Landscaping Services","19240 US HIGHWAY 371","MILLGOAL ENTERPRISES LLC","PLATTE CITY","MO","20251231"
"1162908288","Residential Remodelers","4900 BROADMOOR ST","EQUITABLE ENTERPRISE INC.","MISSION","KS","20251231"
"112345728","All Other Miscellaneous Retailers","2200 LEXINGTON AVE","PH COFFEE LLC","KANSAS CITY","MO","20251231"
"900883072","Other Performing Arts Companies","8121 N FARLEY AVE","RJ ENTERTAINMENT LLC","KANSAS CITY","MO","20251231"
"393548416","Flat Rate 42A","1410 INTERCITY TRFY","KANSAS CITY TOW & RECOVERY LLC","KANSAS CITY","MO","20251231"
"344652928","Offices of Other Holding Companies","800 W 47TH ST","SOR HOLDING LLC","KANSAS CITY","MO","20251231"
"1863869056","Other Miscellaneous Durable Goods Merchant Wholesalers","7706 N KENSINGTON AVE","GRAINGER CORPORATE SERVICES LLC","KANSAS CITY","MO","20251231"
"1267044992","Flat Rate 15","6842 TROOST AVE","KANSAS CITY MONUMENT LLC","KANSAS CITY","MO","20251231"
"1627783808","Commercial and Institutional Building Construction","10365 MAGNOLIA LN","TWO GIRLS ROOFING AND CONSTRUCTION LLC","PARKVILLE","MO","20251231"
